reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
"These magnets are the strongest I have ever tried to work with, which is what I wanted. The unexpected danger is that they are extremely brittle and can SHATTER ! No, they don't crack or break, the shatter like glass. I took them apart to exam the holes and planned to mount them. However, when I tried to put them together again, they snapped shut and pinched my fingers, causing me to bleed. The wound took weeks to heal",5.0,"Strong, but dangerous (brittle and prone to shattering)",B013L36SXA,A2KAOIY8M4D044,Positive,79,422,"Strong, but dangerous (brittle and prone to shattering) These magnets are the strongest I have ever tried to work with, which is what I wanted. The unexpected danger is that they are extremely brittle and can SHATTER ! No, they don't crack or break, the shatter like glass. I took them apart to exam the holes and planned to mount them. However, when I tried to put them together again, they snapped shut and pinched my fingers, causing me to bleed. The wound took weeks to heal",Negative,-0.2003,Neutral,-0.055729166666666656
"As microscope slides and coverslips go, they do what they should. I use them for hobby microscopy. The edges and corners are not finished very well, but they are not sharp either (no cuts yet). Don't expect them to be squeaky clean at this price - they have a little paper lint, and something a bit tacky, on the surfaces - a good rub with a little alcohol on a Kimwipe or microfiber is needed before using. The little plastic container that holds the coverslips isn't quite deep enough, so watch out when you first open it, or the top 10 or so will fall right on the floor. It's kinda hard to get apart, so be careful. One might wish they'd make the coverslips really .17mm like microscope objective lenses are designed for (not some wide range like .12-.17), but at least they cost a lot less than lab-grade slides. Will likely order same brand again when needed.",4.0,They do the job,B002OS6D9I,A11EGM5KO12IQ2,Positive,159,865,"They do the job As microscope slides and coverslips go, they do what they should. I use them for hobby microscopy. The edges and corners are not finished very well, but they are not sharp either (no cuts yet). Don't expect them to be squeaky clean at this price - they have a little paper lint, and something a bit tacky, on the surfaces - a good rub with a little alcohol on a Kimwipe or microfiber is needed before using. The little plastic container that holds the coverslips isn't quite deep enough, so watch out when you first open it, or the top 10 or so will fall right on the floor. It's kinda hard to get apart, so be careful. One might wish they'd make the coverslips really .17mm like microscope objective lenses are designed for (not some wide range like .12-.17), but at least they cost a lot less than lab-grade slides. Will likely order same brand again when needed.",Positive,0.9578,Neutral,0.047456709956709926
Very good quality.,5.0,Five Stars,B0018OL4A2,ATKHNOK136EV9,Positive,3,18,Five Stars Very good quality.,Positive,0.4927,Positive,0.9099999999999999
Working great so far. Replaced my ssr with these. Really simple.,5.0,Easy install. Works,B01HCVJ3K2,A1S9HG2Z2NWBFR,Positive,11,64,Easy install. Works Working great so far. Replaced my ssr with these. Really simple.,Positive,0.7906,Positive,0.33333333333333337
"Very nice valve. I believe it is made in the USA. It is full port (no flow restriction) unlike many similar appearing valves. The handle is die-cast metal, not the cheap plastic found on inferior valves. I mounted it on a Porter Cable pancake compressor to replace the lousy screw-style drain valve that was leaking. This is so much better! (I used a 90 degree fitting for bottom clearance based on a prior reviewer's issue, but it might have been OK without the 90 degree fitting.) I just ordered another for my big compressor in the shop. This is the valve to get!",5.0,Well made.,B006U4E9F2,A1KZ34J2SU7C33,Positive,103,566,"Well made. Very nice valve. I believe it is made in the USA. It is full port (no flow restriction) unlike many similar appearing valves. The handle is die-cast metal, not the cheap plastic found on inferior valves. I mounted it on a Porter Cable pancake compressor to replace the lousy screw-style drain valve that was leaking. This is so much better! (I used a 90 degree fitting for bottom clearance based on a prior reviewer's issue, but it might have been OK without the 90 degree fitting.) I just ordered another for my big compressor in the shop. This is the valve to get!",Positive,0.6725,Positive,0.3045833333333333
Amazing value. Great vaccuum. Worth much more than it's cost with it's features. Easy to use and maintain.,5.0,Nice!!,B00AZBIZTW,A3V8LM88C2H6KO,Positive,18,106,Nice!! Amazing value. Great vaccuum. Worth much more than it's cost with it's features. Easy to use and maintain.,Positive,0.9551,Positive,0.595138888888889
handle could be better/thicker/ easier to grab with gloves on,4.0,its fine,B00TO7NHBY,AR2WVH0CLEXGL,Positive,10,61,its fine handle could be better/thicker/ easier to grab with gloves on,Positive,0.5574,Positive,0.4166666666666667
Easy soldering.,5.0,Five Stars,B00DUW3SU4,A33QHL5VKR6NB2,Positive,2,15,Five Stars Easy soldering.,Positive,0.4404,Positive,0.43333333333333335
The items arrived on time and work as expected.,4.0,Four Stars,B008IGQQFG,ATBM59Q11YRJJ,Positive,9,47,Four Stars The items arrived on time and work as expected.,Neutral,0.0,Neutral,-0.1
"Almost perfect for entry from back yard. The texture is great for cleaning mud and leaves off my shoes, and the rubberized bottom looks like it won't hurt my hardwood floor. Only reason I am taking off 1 star is because the color is closer to orange than brown so the color is a bit off. That said, it does what I need it to do so I will live with the orange rug that should have been brown.",4.0,Great rug but color is closer to orange than brown,B0026L0WOA,A2ZHSHIVYKUFQQ,Positive,79,391,"Great rug but color is closer to orange than brown Almost perfect for entry from back yard. The texture is great for cleaning mud and leaves off my shoes, and the rubberized bottom looks like it won't hurt my hardwood floor. Only reason I am taking off 1 star is because the color is closer to orange than brown so the color is a bit off. That said, it does what I need it to do so I will live with the orange rug that should have been brown.",Positive,0.9671,Positive,0.45606060606060606
"Love it love it .love the shiny printed finish from my Ender 3, Ender 4, Cr10S.",5.0,Five Stars,B00J0ECR5I,A3KAODOHS64EQX,Positive,16,79,"Five Stars Love it love it .love the shiny printed finish from my Ender 3, Ender 4, Cr10S.",Positive,0.9274,Positive,0.5
good products,5.0,Five Stars,B000H5VV10,AD52D2HZTSG8R,Positive,2,13,Five Stars good products,Positive,0.4404,Positive,0.7
"Works as it should, used a sheet to apply a sheet of PEI to my 3D printer's bed.",5.0,Works as it should...,B007Y7D2GG,A1LCKW7A1GTJ7F,Positive,18,80,"Works as it should... Works as it should, used a sheet to apply a sheet of PEI to my 3D printer's bed.",Neutral,0.0,Neutral,0.0
nice,4.0,Four Stars,B00DRALJ28,A1OZ85T8BJTC2A,Positive,1,4,Four Stars nice,Positive,0.4215,Positive,0.6
"I thought I was only buying the RAMPS, 4 Stepsticks, and their heatsinks, but the package also included the iduino (Arduino clone). This is the entire print controller! Just add motors, sensors, and a hotend and you can build a printer. Hooked it up, and my Prusa i3 works as expected. CAUTION: The heatsinks do not come with adhesive or heatsink compound, so you'll have to get something to stick them on with. Do this carefully. A loose heatsink can move and short out the pins of the Stepstick which will fry the RAMPS, Stepsticks, and motors.",5.0,More than I expected!,B00GFLEDRE,A332C2XHSJZJAO,Positive,97,546,"More than I expected! I thought I was only buying the RAMPS, 4 Stepsticks, and their heatsinks, but the package also included the iduino (Arduino clone). This is the entire print controller! Just add motors, sensors, and a hotend and you can build a printer. Hooked it up, and my Prusa i3 works as expected. CAUTION: The heatsinks do not come with adhesive or heatsink compound, so you'll have to get something to stick them on with. Do this carefully. A loose heatsink can move and short out the pins of the Stepstick which will fry the RAMPS, Stepsticks, and motors.",Negative,-0.3811,Neutral,0.0282967032967033
I used this for extra cable to go from my NMO mount to my amplifier for my amateur radio. Good product especially for those Hams and the truck mount NMO antenna mounts.,5.0,good product.,B00AOJPPJS,A1MPZQLB4VUD1M,Positive,32,168,good product. I used this for extra cable to go from my NMO mount to my amplifier for my amateur radio. Good product especially for those Hams and the truck mount NMO antenna mounts.,Positive,0.7003,Positive,0.22999999999999998
"Needed a food save lubricant for the pressing screw on my cider press. Straight mineral oil was too viscous, but this fit the bill perfectly, keeping to the shaft and not into the mash.",5.0,Needed a food save lubricant for the pressing screw on ...,B00X4N3SLI,A29OB3VVKU4DLV,Positive,34,185,"Needed a food save lubricant for the pressing screw on ... Needed a food save lubricant for the pressing screw on my cider press. Straight mineral oil was too viscous, but this fit the bill perfectly, keeping to the shaft and not into the mash.",Positive,0.9308,Positive,0.5333333333333333
"Works great, no problems.",5.0,WORKS PERFECTLY,B00IM9J5RU,A3SRR1DJVBSUN4,Positive,4,25,"WORKS PERFECTLY Works great, no problems.",Positive,0.906,Positive,0.9
"It has been a few years since I've used a tooth whitening product, mostly because I dreaded the aftermath iofsensitve teeth and sore gums. I decided to give this Crest 3D kit a try. While it definitely is less harsh than other methods/brands, I still feel some sensitivity as I near the end of the course. I noticed whiter teeth starting on the 3rd day despite these strips not being as strong or as whitening as traditional kinds. You use these over a longer period than you would with other kinds. I love that these stick to my teeth and don't slip around in my mouth during the 30 minutes per day of wear. They even require some effort to get off. Perhaps because these are sold as a ""gentle"" course, the strips don't have tons of ooze. These work, just not as well as stronger kinds, but the more gentle formulation is easiest on the teeth and gums. -- Debbie Lee Wesselmann",4.0,Slow and Steady,B00336EUU4,A23GFTVIETX7DS,Positive,163,878,"Slow and Steady It has been a few years since I've used a tooth whitening product, mostly because I dreaded the aftermath iofsensitve teeth and sore gums. I decided to give this Crest 3D kit a try. While it definitely is less harsh than other methods/brands, I still feel some sensitivity as I near the end of the course. I noticed whiter teeth starting on the 3rd day despite these strips not being as strong or as whitening as traditional kinds. You use these over a longer period than you would with other kinds. I love that these stick to my teeth and don't slip around in my mouth during the 30 minutes per day of wear. They even require some effort to get off. Perhaps because these are sold as a ""gentle"" course, the strips don't have tons of ooze. These work, just not as well as stronger kinds, but the more gentle formulation is easiest on the teeth and gums. -- Debbie Lee Wesselmann",Positive,0.8413,Neutral,0.08725490196078431
"I had never heard of backer rod. When we had to do a lot of caulking, I found out about it. HUGE home run. I used to just keep filling cracks with caulk til they ""filled up"". Now I ram this stuff in first, and then caulk over it. Saves super big on caulk costs. Easy to use. Just pull off what you need and ram it into the crack with a scraper. I got three sizes - kind of a small, medium, and large for different sized cracks. I got the 100' roll thinking ""I'll have that forever"" but you go through it faster than you would think.",5.0,Saves using loads of caulk,B000DZHF5A,A2CRSL64YOMDAN,Positive,109,532,"Saves using loads of caulk I had never heard of backer rod. When we had to do a lot of caulking, I found out about it. HUGE home run. I used to just keep filling cracks with caulk til they ""filled up"". Now I ram this stuff in first, and then caulk over it. Saves super big on caulk costs. Easy to use. Just pull off what you need and ram it into the crack with a scraper. I got three sizes - kind of a small, medium, and large for different sized cracks. I got the 100' roll thinking ""I'll have that forever"" but you go through it faster than you would think.",Positive,0.6615,Positive,0.23809523809523808
"this is a good item gave it 5 starts , it works well i would buy this again as needed",5.0,great item,B001768724,A2XY7BJVSETBDF,Positive,20,85,"great item this is a good item gave it 5 starts , it works well i would buy this again as needed",Positive,0.8442,Positive,0.75
very strong. better than most,5.0,strongest,B0006O1ICE,A1KCU61DJ18ORQ,Positive,5,29,strongest very strong. better than most,Positive,0.8648,Positive,0.5211111111111112
Arrived perfectly straight.,5.0,Five Stars,B000H9FXEM,A1RH795Q1NK3ZW,Positive,3,27,Five Stars Arrived perfectly straight.,Positive,0.7269,Positive,0.2
it seals as it should,4.0,Four Stars,B00ITPHXZI,A1LQEJO44N3WU7,Positive,5,21,Four Stars it seals as it should,Neutral,0.0,Neutral,0.0
Worked Great,5.0,Five Stars,B01HCQSHNG,A3V1WYZ23NJKBB,Positive,2,12,Five Stars Worked Great,Positive,0.6249,Positive,0.8
yeah I put the stuff under and around my window when I install the window AC unit each summer. It fills the gaps created by inconsistencies in my old 1948 windows without exception!,5.0,for everyone who uses window air conditioners!,B00005202U,A14RFF9JUIM34U,Positive,33,181,for everyone who uses window air conditioners! yeah I put the stuff under and around my window when I install the window AC unit each summer. It fills the gaps created by inconsistencies in my old 1948 windows without exception!,Positive,0.5837,Neutral,0.012499999999999997
Great device,5.0,Five Stars,B005ZQ47AS,AJK5KN3EPRTXJ,Positive,2,12,Five Stars Great device,Positive,0.6249,Positive,0.8
"these work great, no trouble. Long leads.",5.0,Five Stars,B01B41K7OM,AJZQPH8R6GFK9,Positive,7,41,"Five Stars these work great, no trouble. Long leads.",Positive,0.7475,Positive,0.2833333333333333
"I own a 12"" Brown & Sharpe caliper in thousandths of an inch, which looks and feels like the sort of instrument a company like Apple or Mercedes would produce. A great deal of thought went into its design, and you can see it in the details. This caliper by Oshlun is not of that caliber, but it is extremely good and works without flaw. Its accuracy is absolute. More than one reviewer commented that the feel was not right. One said it was gravely, and another said there was a ""hump"" in the action. I experience neither. The action is silky smooth without any rough spots over its entire range. The needle always goes back to zero. (the dial is adjustable if for some reason it needs it) In fact, the instrument seems to be an exact copy of one by Fowler (in .02 mm markings), but this one is in fractions of an inch. It copies the better instrument very closely, with only a few differences, but those differences are enough to feel that it's not in the same class as those more expensive instruments. It's about half the price, too. So, what we have is an instrument that looks and almost feels like those costing twice as much to 5 times as much, and is really just as accurate as those. It has sharper corners, more likely to snag something, and maybe ever so slightly less ""tight"" in its action, but it is still very smooth, very well-machined, and does not disappoint. If I did not have the more expensive instruments with which to compare it, I would never know that it was possible to make one better. What I'm saying is that this is a fine measuring tool that will never wear out, always will measure accurately, and will not disappoint. It is impressive to see, to hold, and to use. There is no reason to avoid it; it's a fine tool for a good price. It requires no batteries, and its dial is always easy to read. It also has tenths of an inch on its scale, so it's a dual-scale device. It also has millimeters on the shaft, but not on the dial. I use this a lot, in spite of the finer calipers I own. I'm not afraid to drop it or use it where it could get dirty, because it's NOT the more expensive one. And... the results are exactly the same as if I were using the Brown & Sharpe. I guess the Brown & Sharpe reads more accurately, since its scale is 10 times the sensitivity of this one, but this is still a great instrument.",4.0,Very good caliper,B0012YKRT2,A3LR8SZY00IW9Z,Positive,446,2339,"Very good caliper I own a 12"" Brown & Sharpe caliper in thousandths of an inch, which looks and feels like the sort of instrument a company like Apple or Mercedes would produce. A great deal of thought went into its design, and you can see it in the details. This caliper by Oshlun is not of that caliber, but it is extremely good and works without flaw. Its accuracy is absolute. More than one reviewer commented that the feel was not right. One said it was gravely, and another said there was a ""hump"" in the action. I experience neither. The action is silky smooth without any rough spots over its entire range. The needle always goes back to zero. (the dial is adjustable if for some reason it needs it) In fact, the instrument seems to be an exact copy of one by Fowler (in .02 mm markings), but this one is in fractions of an inch. It copies the better instrument very closely, with only a few differences, but those differences are enough to feel that it's not in the same class as those more expensive instruments. It's about half the price, too. So, what we have is an instrument that looks and almost feels like those costing twice as much to 5 times as much, and is really just as accurate as those. It has sharper corners, more likely to snag something, and maybe ever so slightly less ""tight"" in its action, but it is still very smooth, very well-machined, and does not disappoint. If I did not have the more expensive instruments with which to compare it, I would never know that it was possible to make one better. What I'm saying is that this is a fine measuring tool that will never wear out, always will measure accurately, and will not disappoint. It is impressive to see, to hold, and to use. There is no reason to avoid it; it's a fine tool for a good price. It requires no batteries, and its dial is always easy to read. It also has tenths of an inch on its scale, so it's a dual-scale device. It also has millimeters on the shaft, but not on the dial. I use this a lot, in spite of the finer calipers I own. I'm not afraid to drop it or use it where it could get dirty, because it's NOT the more expensive one. And... the results are exactly the same as if I were using the Brown & Sharpe. I guess the Brown & Sharpe reads more accurately, since its scale is 10 times the sensitivity of this one, but this is still a great instrument.",Positive,0.9849,Positive,0.23596119929453266
"Works with Flashforge Creator (mine is the older, wooden model with dual extruders). They are around 0.2 or 0.3mm (pulling that number from memory) longer than the factory installed extruders, so I'd recommend replacing both at the same time. Otherwise, you'll have some trouble using them both without either impacting the bed with the longer extruder or not getting close enough with the shorted extruder.",4.0,Works with Flashforge.,B00ZMWVA96,A18Z6ETBH1TDX6,Positive,65,407,"Works with Flashforge. Works with Flashforge Creator (mine is the older, wooden model with dual extruders). They are around 0.2 or 0.3mm (pulling that number from memory) longer than the factory installed extruders, so I'd recommend replacing both at the same time. Otherwise, you'll have some trouble using them both without either impacting the bed with the longer extruder or not getting close enough with the shorted extruder.",Positive,0.0972,Neutral,-0.0066666666666666706
"I use these gloves for many things but mostly for gun cleaning, reloading, plumbing and some automotive under the hood stuff. I have tried many gloves over the years and these have been the best I have found! They are very strong, not prone to tear and will take a great amount of abuse. I even reuse them for multi times; try that with other gloves. They are not so thick that it limits dexterity, just slightly thicker than standard medical gloves, yet tough. My are large, but more described as stout; most gloves tear just putting them on, but these don't. I highly recommend them for anyone needing gloves that are designed for work and not the ""office"" environment; these will work for you!",5.0,"Extremely durable gloves not prone to tearing or shreading second you put them on, yet thin with no loss of dexterity.",B00ANYYY5U,A38NE706VIMOCY,Positive,125,696,"Extremely durable gloves not prone to tearing or shreading second you put them on, yet thin with no loss of dexterity. I use these gloves for many things but mostly for gun cleaning, reloading, plumbing and some automotive under the hood stuff. I have tried many gloves over the years and these have been the best I have found! They are very strong, not prone to tear and will take a great amount of abuse. I even reuse them for multi times; try that with other gloves. They are not so thick that it limits dexterity, just slightly thicker than standard medical gloves, yet tough. My are large, but more described as stout; most gloves tear just putting them on, but these don't. I highly recommend them for anyone needing gloves that are designed for work and not the ""office"" environment; these will work for you!",Positive,0.8485,Positive,0.19852965747702597
fantastic deal. excellent adhesion and reflectivity,5.0,awesome tape,B00K2QZZM0,A2R49ZN3G6FTCQ,Positive,6,51,awesome tape fantastic deal. excellent adhesion and reflectivity,Positive,0.9081,Positive,0.7999999999999999
"great little vacuum, fantastic for pet owners",5.0,Five Stars,B00C351GBC,A323I32OX2YLGC,Positive,7,45,"Five Stars great little vacuum, fantastic for pet owners",Positive,0.8137,Positive,0.2510416666666667
Nice.,5.0,Five Stars,B010GWZOUW,A15EDT5SOGMCI1,Positive,1,5,Five Stars Nice.,Positive,0.4215,Positive,0.6
Very good value. All units are complete and threads look great. Recommended,4.0,Recommended... good value,B010CUXFD6,A1QRJHLNCUSH7M,Positive,12,75,Recommended... good value Very good value. All units are complete and threads look great. Recommended,Positive,0.9507,Positive,0.6275
Lots of fun,5.0,Five Stars,B004AF204K,A1AJDOL1S8UJYV,Positive,3,11,Five Stars Lots of fun,Positive,0.5106,Positive,0.3
As advertised,5.0,As advertised,B001T4KRHC,A3L49MWJIC7060,Positive,2,13,As advertised As advertised,Neutral,0.0,Neutral,0.0
"It's good, seems like the DC current clamp gauge 'dances' quite a bit despite being zero'd. But it's accurate enough to find my low current parasitic battery drain, and I can't knock the price. Buy it !",4.0,Used for low current (<1A) parasitic battery drain diagnosis. Works good!,B00O1Q2HOQ,A1LW5BL157MY34,Positive,37,202,"Used for low current (<1A) parasitic battery drain diagnosis. Works good! It's good, seems like the DC current clamp gauge 'dances' quite a bit despite being zero'd. But it's accurate enough to find my low current parasitic battery drain, and I can't knock the price. Buy it !",Positive,0.2579,Positive,0.21944444444444444
"Well made and easily worth $30. I used TotalPack Shrink Wrap: Stretch Film Plastic Wrap 1 Pack - Industrial Strength Hand Stretch Wrap, 15""x 1,500 FT, 80 Gauge Shrink Film / Pallet Wrap - Clear and worked great.",5.0,Stretch wrap dispenser,B00G9QWP9S,A29XL2U0NB85ZJ,Positive,38,211,"Stretch wrap dispenser Well made and easily worth $30. I used TotalPack Shrink Wrap: Stretch Film Plastic Wrap 1 Pack - Industrial Strength Hand Stretch Wrap, 15""x 1,500 FT, 80 Gauge Shrink Film / Pallet Wrap - Clear and worked great.",Positive,0.9552,Positive,0.39999999999999997
"I love this tape. let the homeowners fumble with duct tape, this is serious gaffer tape. my wife uses this when working on set, when she works in production studios on commercial or movie shoots. it sticks where you put it, and comes off, with out destroying surfaces. like magic. I use it for everything. this is commercial grade tape. buy it!",5.0,excellent commercial  grade gaffer tape. the swiss army knife of tape.,B00GZE3UJ8,AIFH6HKF8H6C8,Positive,62,344,"excellent commercial  grade gaffer tape. the swiss army knife of tape. I love this tape. let the homeowners fumble with duct tape, this is serious gaffer tape. my wife uses this when working on set, when she works in production studios on commercial or movie shoots. it sticks where you put it, and comes off, with out destroying surfaces. like magic. I use it for everything. this is commercial grade tape. buy it!",Positive,0.7777,Positive,0.18333333333333335
Very good quality for the money!,5.0,Five Stars,B0013BKDO8,AWO17SX820GRI,Positive,6,32,Five Stars Very good quality for the money!,Positive,0.54,Positive,1.0
"I have used this as a dust mast, and it worked well. I hope that it will work for bird flu and what not. I don't really want to test that part.",5.0,Hope it works,B000S395R8,A2I27S48Y59RH0,Positive,32,143,"Hope it works I have used this as a dust mast, and it worked well. I hope that it will work for bird flu and what not. I don't really want to test that part.",Positive,0.5942,Positive,0.2
"These are really good; I actually have been using them for crafts and gift tags for Christmas, etc... A very cheap alternative. But this is a HUGE box! They come with a nice, twisty and easy to twist on wire, about 4"" long. Reinforced hole and ""clipped"" end by the wire makes for a much higher quality shipping that than I am used to. Value is GREAT!! Just a box of 50 can go for several dollars; so these are obviously the way to go if you need loads and loads of them.",5.0,Great value for HIGH quality tags; not the cheap type!,B00485FCG0,AUV3OR951650C,Positive,93,470,"Great value for HIGH quality tags; not the cheap type! These are really good; I actually have been using them for crafts and gift tags for Christmas, etc... A very cheap alternative. But this is a HUGE box! They come with a nice, twisty and easy to twist on wire, about 4"" long. Reinforced hole and ""clipped"" end by the wire makes for a much higher quality shipping that than I am used to. Value is GREAT!! Just a box of 50 can go for several dollars; so these are obviously the way to go if you need loads and loads of them.",Positive,0.9847,Positive,0.3866666666666667
Perfect for ejuice! Nipples are the shorter fat style but for quick shipping and price I'll purchase here again.,5.0,No leaks and reusable.,B00KD76CO8,A2QRXCDOKWJS19,Positive,19,112,No leaks and reusable. Perfect for ejuice! Nipples are the shorter fat style but for quick shipping and price I'll purchase here again.,Positive,0.2598,Positive,0.6666666666666666
very good product. works as expected,5.0,Five Stars,B001B17078,A30AZWF4Z0LIR8,Positive,6,36,Five Stars very good product. works as expected,Positive,0.4927,Positive,0.40499999999999997
"Good value, nice to have bulk amount around. NOT for fuel injected system use.",4.0,good value,B00UVNYUUC,A1CMXRKHEIFSOL,Positive,14,78,"good value Good value, nice to have bulk amount around. NOT for fuel injected system use.",Positive,0.9081,Positive,0.6666666666666666
good,5.0,Five Stars,B01EMI1MKW,ALXX8H1MJPICH,Positive,1,4,Five Stars good,Positive,0.4404,Positive,0.7
They are steel balls..they are what they are.,4.0,Good to add to your Space Rails,B006PPI71S,A2K5UP68FUVR5O,Positive,8,45,Good to add to your Space Rails They are steel balls..they are what they are.,Positive,0.4404,Positive,0.7
Useful small storage bottles with non-calibrated dropper. Arrived well packaged and in short time.,4.0,Nice 2oz bottled with dropper for multiple uses.,B008ZSX42K,AKIT44SR6O1VU,Positive,14,98,Nice 2oz bottled with dropper for multiple uses. Useful small storage bottles with non-calibrated dropper. Arrived well packaged and in short time.,Positive,0.7783,Positive,0.12999999999999998
"So far so good. I have printed several items using this PLA. I have no complaints at this point. I have only used about half the spool. The color comes out great and normal PLA settings for all my other PLA has worked with this as well. 210 hot end, and 60 on the bed.",5.0,Works well and great color,B00ME7YUIU,AQCERF3YLN94W,Positive,55,268,"Works well and great color So far so good. I have printed several items using this PLA. I have no complaints at this point. I have only used about half the spool. The color comes out great and normal PLA settings for all my other PLA has worked with this as well. 210 hot end, and 60 on the bed.",Positive,0.9567,Positive,0.25083333333333335
Works great for my Wanhao i3 clone printer. Makes for a great surface for the printer.,5.0,Great for my 3d printer,B00CW9QUME,AJMQLGLLLOQ1G,Positive,16,86,Great for my 3d printer Works great for my Wanhao i3 clone printer. Makes for a great surface for the printer.,Positive,0.9231,Positive,0.8000000000000002
"I live in upstate NY and haven't had a chance to put this to the test yet as much as I really want due to the cold temperatures yet. I did use it on a small spot on my sidewalk one sunny warm day we actually did have and I loved the results. It is very easy to use and also easy mold-able. I am looking forward to using it on the much bigger area I have on my sidewalk that I need to patch. If my results are different than before, I will be back to revise.",5.0,Really happy with the results so far....,B01A9TGU7I,A21BVL7PKG9BX8,Positive,98,457,"Really happy with the results so far.... I live in upstate NY and haven't had a chance to put this to the test yet as much as I really want due to the cold temperatures yet. I did use it on a small spot on my sidewalk one sunny warm day we actually did have and I loved the results. It is very easy to use and also easy mold-able. I am looking forward to using it on the much bigger area I have on my sidewalk that I need to patch. If my results are different than before, I will be back to revise.",Positive,0.9555,Positive,0.1705353535353535
"These were stockings by stuffers for my granddaughter and me. She is 7 and lives all kinds of toothbrushes. She flosses and brushes twice a day. She has never had a cavity, so she is doing very well. She loves different kinds of toothbrushes, and I thought she would like thiese bright colored brushes. We got bright neon orange and blue, and I gave her the neon blue for her stockings no. She loves fed it thatcwe had the same kind of toothbrush to use. She uses a milder toothpaste, but they were both white. The brush is full size, and it is very soft. I need soft brushes, and this toothbrush is very easy to use. This toothbrush has a suction on tge bottom, if you need to keep your toothbrush upright. This was one of my favorite stocking stuffer of the year. Recommended. prisrob 12-31-16",5.0,Neon Toothbrush,B000X608M6,A1TPW86OHXTXFC,Positive,147,795,"Neon Toothbrush These were stockings by stuffers for my granddaughter and me. She is 7 and lives all kinds of toothbrushes. She flosses and brushes twice a day. She has never had a cavity, so she is doing very well. She loves different kinds of toothbrushes, and I thought she would like thiese bright colored brushes. We got bright neon orange and blue, and I gave her the neon blue for her stockings no. She loves fed it thatcwe had the same kind of toothbrush to use. She uses a milder toothpaste, but they were both white. The brush is full size, and it is very soft. I need soft brushes, and this toothbrush is very easy to use. This toothbrush has a suction on tge bottom, if you need to keep your toothbrush upright. This was one of my favorite stocking stuffer of the year. Recommended. prisrob 12-31-16",Positive,0.9621,Positive,0.27452380952380956
Works great. I ordered the 1/2 inch as well. Nice to have the right size for the job on hand.,5.0,Great heat tape,B006ZFNB2I,A24CDS7G5CVRBF,Positive,20,93,Great heat tape Works great. I ordered the 1/2 inch as well. Nice to have the right size for the job on hand.,Positive,0.946,Positive,0.6214285714285714
"All but one worked fine, and I ran one for several hours and had no overheating. I paid around the same price from another vendor for just one, plus $8 shipping! They seem to want to trigger at about 15 milliamps of current, but also seem fine running up to 20 MA, which is as far as I tested them. Being able to focus the beam by turning the bezel is a real plus.",4.0,Good product for it's intended use.,B00R73MC1S,A19CGMZSGZSSIN,Positive,74,364,"Good product for it's intended use. All but one worked fine, and I ran one for several hours and had no overheating. I paid around the same price from another vendor for just one, plus $8 shipping! They seem to want to trigger at about 15 milliamps of current, but also seem fine running up to 20 MA, which is as far as I tested them. Being able to focus the beam by turning the bezel is a real plus.",Positive,0.5093,Positive,0.2592592592592593
Handy for breadboarding electronic projects,4.0,Nice for design work,B007QAJUUS,A2OFZSFHTLGIHY,Positive,5,43,Nice for design work Handy for breadboarding electronic projects,Positive,0.4215,Positive,0.6
"Light weight , handy and easy to haul around and use. Stackable, can also be hung on wall for storage Its all plastic, so won't rust, but make sure you don't lreave it in sun light for months at a time.",5.0,Great ramp,B006EGAIII,A1DIPVFBDL4W6R,Positive,41,202,"Great ramp Light weight , handy and easy to haul around and use. Stackable, can also be hung on wall for storage Its all plastic, so won't rust, but make sure you don't lreave it in sun light for months at a time.",Positive,0.7543,Positive,0.5222222222222223
"They work great. Take a little while to start shrinking, but they did as they were supposed to. Will take a while to see if they actually keep liquid out of the repaired outdoor cable though.",4.0,So far so good,B00NPBUWRC,A3D8DY76G2IR0Y,Positive,36,191,"So far so good They work great. Take a little while to start shrinking, but they did as they were supposed to. Will take a while to see if they actually keep liquid out of the repaired outdoor cable though.",Positive,0.6231,Positive,0.28250000000000003
"Small, easy to read and reliable.",5.0,The right size,B0013BKDO8,AC2RD0JRMFLQP,Positive,6,33,"The right size Small, easy to read and reliable.",Positive,0.4404,Positive,0.15634920634920635
"Bigger than expected, puts out good heat with IPA. Must adjust wick quite low to get non-smoky burn, but with a wick this size, that is expected from an alcohol lamp. Work very well. Wish cap had a little grab-handle to make it even better.",5.0,"Noce, big, quality unit. Cap is a nice touch.",B0018BJW6S,A19JVQQS14479X,Positive,45,240,"Noce, big, quality unit. Cap is a nice touch. Bigger than expected, puts out good heat with IPA. Must adjust wick quite low to get non-smoky burn, but with a wick this size, that is expected from an alcohol lamp. Work very well. Wish cap had a little grab-handle to make it even better.",Positive,0.9195,Positive,0.16124999999999998
A good size for a variety of uses. I also use these to wrap power cables together.,5.0,An easy way to protect items from the elements.,B0053PYAWQ,A22T8DTLEKP474,Positive,17,82,An easy way to protect items from the elements. A good size for a variety of uses. I also use these to wrap power cables together.,Positive,0.8126,Positive,0.5666666666666667
Very sharp super easy to use great scissors will buy again!,5.0,Simply the best!,B00OMOK186,A3RROVKDPT5ZXQ,Positive,11,59,Simply the best! Very sharp super easy to use great scissors will buy again!,Positive,0.9533,Positive,0.43402777777777785
